Day,Total,1,2,3,4,5,6,2P
22/07/2015,46,24,10,9,0,1,0,2
23/07/2015,56,34,10,9,1,1,0,1
24/07/2015,80,40,20,13,2,1,1,3
25/07/2015,54,25,15,10,2,1,0,1
26/07/2015,69,33,20,11,2,1,0,2
27/07/2015,56,21,17,13,2,0,0,3
28/07/2015,46,27,12,5,1,0,0,1
29/07/2015,66,32,18,8,3,1,1,3
30/07/2015,59,25,16,10,2,4,1,1
31/07/2015,78,37,27,8,1,1,1,3
01/08/2015,66,28,17,15,2,2,0,2
02/08/2015,48,24,12,10,1,0,0,1
03/08/2015,56,25,16,6,2,5,1,1
04/08/2015,56,31,10,10,2,0,0,3
05/08/2015,49,19,14,11,3,0,1,1
06/08/2015,41,21,6,8,1,1,0,4
07/08/2015,65,25,20,15,3,1,0,1
08/08/2015,51,29,11,7,0,2,0,2
09/08/2015,55,29,7,13,2,2,0,2
10/08/2015,55,22,16,12,3,1,0,1
11/08/2015,51,24,12,7,2,1,2,3
12/08/2015,49,23,11,9,3,1,0,2
13/08/2015,40,23,8,7,0,1,0,1
14/08/2015,57,28,16,11,1,0,0,1
15/08/2015,54,28,9,11,4,0,0,2
16/08/2015,47,21,12,9,0,1,0,4
17/08/2015,36,17,7,6,2,1,0,3
18/08/2015,46,21,15,5,4,0,0,1
19/08/2015,48,26,9,8,4,0,0,1
20/08/2015,39,20,8,6,2,0,1,2
21/08/2015,58,26,17,8,1,2,1,3
22/08/2015,50,25,13,6,2,1,0,3
23/08/2015,47,22,10,12,2,1,0,0
24/08/2015,54,23,15,12,1,2,0,1
25/08/2015,49,24,15,8,0,0,0,2
26/08/2015,62,26,16,11,3,2,0,4
27/08/2015,38,16,14,5,0,1,0,2
28/08/2015,52,26,15,8,1,1,0,1
29/08/2015,42,14,11,12,3,1,0,1
30/08/2015,56,26,15,9,1,1,0,4
31/08/2015,42,20,11,6,0,2,0,3
01/09/2015,51,23,10,12,2,1,1,2
02/09/2015,28,16,4,2,2,2,0,2
03/09/2015,36,14,8,9,3,0,0,2
04/09/2015,48,20,14,9,1,2,1,1
05/09/2015,47,21,13,7,2,1,0,3
06/09/2015,43,18,10,8,2,1,1,3
07/09/2015,35,15,9,4,2,1,1,3
08/09/2015,33,12,10,8,1,1,0,1
09/09/2015,45,19,10,9,0,2,3,2
10/09/2015,34,15,9,6,1,1,0,2
11/09/2015,32,8,11,6,0,2,4,1
12/09/2015,44,20,9,9,1,0,2,3
13/09/2015,37,14,10,6,2,1,1,3
14/09/2015,36,15,10,8,0,1,0,2
15/09/2015,40,22,7,10,1,0,0,0
16/09/2015,35,18,7,6,2,0,0,2
17/09/2015,43,18,13,10,0,1,0,1
18/09/2015,37,14,7,12,0,1,1,2
19/09/2015,39,11,15,6,2,3,0,2
20/09/2015,42,16,13,7,1,1,0,4
21/09/2015,32,10,7,9,3,2,0,1
22/09/2015,27,13,4,7,0,1,0,2
23/09/2015,35,14,11,5,4,1,0,0
24/09/2015,27,9,10,5,2,1,0,0
25/09/2015,40,13,15,8,1,0,1,2
26/09/2015,31,13,8,8,1,1,0,0
27/09/2015,34,15,7,8,1,1,0,2
28/09/2015,31,7,15,3,0,1,1,4
29/09/2015,40,24,10,4,1,0,0,1
30/09/2015,39,18,9,8,1,0,0,3
01/10/2015,22,7,7,4,1,0,1,2
02/10/2015,16,8,6,0,0,0,1,1
03/10/2015,21,9,5,2,1,2,0,2
04/10/2015,14,7,2,1,0,1,1,2
05/10/2015,13,6,5,1,0,0,0,1
06/10/2015,11,1,3,5,0,0,0,2
07/10/2015,9,3,5,0,0,0,0,1
08/10/2015,16,5,2,3,1,0,2,3
09/10/2015,17,6,4,2,2,0,1,2
10/10/2015,12,5,0,7,0,0,0,0
11/10/2015,10,3,2,2,0,1,0,2
12/10/2015,14,4,5,0,1,1,0,3
13/10/2015,13,4,3,2,0,0,0,4
14/10/2015,8,1,0,4,1,0,0,2
15/10/2015,14,4,2,3,1,0,0,4
16/10/2015,14,3,5,1,0,0,3,2
17/10/2015,14,7,1,2,0,0,0,4
18/10/2015,13,3,3,2,0,1,0,4
19/10/2015,10,4,1,0,3,0,0,2
20/10/2015,17,5,1,2,4,2,0,3
21/10/2015,11,2,4,0,0,3,0,2
22/10/2015,13,2,2,4,0,1,0,4
23/10/2015,13,1,2,5,2,1,0,2
24/10/2015,6,2,2,0,1,0,0,1
25/10/2015,16,5,3,3,1,2,0,2
26/10/2015,16,5,3,2,2,0,2,2
27/10/2015,10,1,3,0,3,1,0,2
28/10/2015,9,3,2,1,0,0,0,3
29/10/2015,10,4,4,0,0,0,0,2
30/10/2015,12,5,0,3,1,2,1,0
31/10/2015,20,5,3,4,2,2,0,4
01/11/2015,3,1,1,0,0,0,0,1
02/11/2015,3,0,1,1,0,0,0,1
03/11/2015,6,2,0,1,1,0,0,2
04/11/2015,1,0,0,1,0,0,0,0
05/11/2015,6,0,2,0,0,1,0,3
06/11/2015,7,2,1,1,1,0,0,2
07/11/2015,5,2,0,1,1,0,0,1
08/11/2015,9,2,3,0,0,0,1,3
09/11/2015,3,2,0,0,0,0,0,1
10/11/2015,7,2,0,0,1,0,0,4
11/11/2015,3,0,0,0,1,0,0,2
12/11/2015,4,1,1,0,1,0,0,1
13/11/2015,3,0,0,0,0,1,0,2
14/11/2015,6,1,2,0,1,0,0,2
15/11/2015,7,1,2,1,0,0,0,3
16/11/2015,10,1,3,0,1,1,0,4
17/11/2015,4,0,0,0,0,0,0,4
18/11/2015,6,1,0,1,1,2,0,1
19/11/2015,4,0,1,1,1,0,0,1
20/11/2015,5,0,0,1,1,1,0,2
21/11/2015,7,0,1,1,0,0,1,4
22/11/2015,5,1,1,0,1,0,0,2
23/11/2015,4,1,1,0,0,0,0,2
24/11/2015,6,1,2,0,0,0,0,3
25/11/2015,9,1,3,0,1,0,1,3
26/11/2015,8,1,1,1,0,0,1,4
27/11/2015,3,0,0,2,0,0,0,1
28/11/2015,7,2,0,1,1,0,0,3
29/11/2015,7,1,1,0,1,0,0,4
30/11/2015,5,2,0,0,1,1,0,1
01/12/2015,3,1,0,0,1,0,0,1
02/12/2015,2,1,0,0,0,0,0,1
03/12/2015,4,1,0,0,0,0,0,3
04/12/2015,1,0,0,0,0,0,0,1
05/12/2015,2,0,0,0,0,0,0,2
06/12/2015,6,0,1,2,0,0,0,3
07/12/2015,2,0,0,0,0,1,0,1
08/12/2015,4,1,0,0,0,0,0,3
09/12/2015,4,0,1,1,0,0,0,2
10/12/2015,3,0,0,0,0,0,0,3
11/12/2015,4,0,0,0,0,1,0,3
12/12/2015,3,2,0,0,0,0,0,1
13/12/2015,6,0,1,1,0,0,0,4
14/12/2015,5,0,1,0,0,0,1,3
15/12/2015,2,0,0,1,0,0,0,1
16/12/2015,2,0,0,0,0,0,0,2
17/12/2015,2,0,0,0,0,0,0,2
18/12/2015,3,0,0,0,0,0,1,2
19/12/2015,3,0,0,1,1,0,0,1
20/12/2015,4,0,0,0,1,0,0,3
21/12/2015,2,0,0,0,0,0,0,2
22/12/2015,4,1,2,0,0,0,0,1
23/12/2015,2,0,1,0,0,0,0,1
24/12/2015,2,0,1,0,1,0,0,0
25/12/2015,4,0,0,1,0,0,0,3
26/12/2015,5,1,0,1,0,0,0,3
27/12/2015,4,0,1,0,0,0,0,3
28/12/2015,4,0,1,0,1,0,0,2
29/12/2015,5,1,1,1,0,1,0,1
30/12/2015,1,0,0,0,0,0,0,1
31/12/2015,4,1,1,0,0,0,0,2
01/01/2016,2,0,0,0,0,0,0,2
02/01/2016,3,0,0,1,1,0,0,1
03/01/2016,5,0,0,2,0,0,0,3
04/01/2016,3,0,0,0,0,0,0,3
05/01/2016,3,1,1,0,0,0,0,1
06/01/2016,3,1,0,0,0,0,0,2
07/01/2016,4,1,0,0,0,0,0,3
08/01/2016,5,1,0,0,1,0,0,3
09/01/2016,6,2,0,0,0,0,1,3
10/01/2016,4,0,0,1,0,0,0,3
11/01/2016,2,1,0,0,0,0,0,1
12/01/2016,2,0,0,0,0,0,1,1
13/01/2016,4,1,0,0,0,0,0,3
14/01/2016,5,0,2,0,0,0,0,3
15/01/2016,5,0,1,0,0,0,0,4
16/01/2016,2,1,0,0,0,0,0,1
17/01/2016,8,3,0,0,0,0,0,5
18/01/2016,5,2,2,0,0,0,0,1
19/01/2016,7,1,0,0,2,0,0,4
20/01/2016,2,0,1,0,0,0,0,1
21/01/2016,5,2,1,0,0,0,0,2
22/01/2016,6,0,1,0,0,0,1,4
23/01/2016,3,0,0,1,1,0,0,1
24/01/2016,4,1,0,0,0,0,0,3
25/01/2016,6,1,1,0,0,0,0,4
26/01/2016,2,1,0,0,0,0,0,1
27/01/2016,5,0,1,1,0,0,0,3
28/01/2016,6,1,1,0,0,0,0,4
29/01/2016,2,1,0,0,0,1,0,0
30/01/2016,3,0,1,0,0,0,0,2
31/01/2016,5,1,0,1,0,0,0,3
01/02/2016,9,4,0,3,0,1,0,1
02/02/2016,10,2,2,1,2,1,0,2
03/02/2016,7,2,1,0,0,0,1,3
04/02/2016,6,2,2,0,0,0,0,2
05/02/2016,6,1,3,1,0,0,0,1
06/02/2016,5,1,0,0,1,0,1,2
07/02/2016,11,2,2,2,3,1,0,1
08/02/2016,8,0,2,3,0,2,0,1
09/02/2016,5,0,0,1,1,1,0,2
10/02/2016,4,2,0,0,0,1,1,0
11/02/2016,9,2,1,1,1,1,1,2
12/02/2016,4,0,0,2,0,0,0,2
13/02/2016,10,2,1,1,0,2,0,4
14/02/2016,7,0,1,0,2,0,1,3
15/02/2016,4,1,0,0,1,0,0,2
16/02/2016,9,1,2,1,2,0,1,2
17/02/2016,5,0,1,0,1,0,0,3
18/02/2016,4,0,1,2,0,0,1,0
19/02/2016,2,0,0,1,0,0,0,1
20/02/2016,10,3,2,2,0,0,0,3
21/02/2016,4,0,1,0,2,0,0,1
22/02/2016,6,1,1,0,1,0,0,3
23/02/2016,10,2,1,1,1,2,0,3
24/02/2016,5,1,2,0,0,1,0,1
25/02/2016,9,2,0,1,2,0,0,4
26/02/2016,4,0,2,1,0,0,0,1
27/02/2016,7,0,2,1,2,0,0,2
28/02/2016,10,5,3,0,0,0,0,2
29/02/2016,9,2,2,2,1,1,0,1
01/03/2016,7,1,1,1,1,0,0,3
02/03/2016,9,2,4,3,0,0,0,0
03/03/2016,6,1,1,0,2,1,0,1
04/03/2016,4,1,0,0,0,0,0,3
05/03/2016,10,2,2,2,0,1,0,3
06/03/2016,5,2,0,0,0,2,0,1
07/03/2016,3,0,1,0,0,1,0,1
08/03/2016,6,2,0,0,1,0,0,3
09/03/2016,10,1,2,1,1,1,0,4
10/03/2016,10,5,3,0,0,0,0,2
11/03/2016,5,1,1,2,0,0,0,1
12/03/2016,6,1,1,1,0,0,0,3
13/03/2016,10,3,1,0,2,0,0,4
14/03/2016,3,1,0,0,0,1,0,1
15/03/2016,10,1,3,1,1,1,0,3
16/03/2016,5,0,0,1,0,2,0,2
17/03/2016,4,0,0,0,1,1,0,2
18/03/2016,8,1,2,1,1,0,0,3
19/03/2016,7,0,1,3,0,0,0,3
20/03/2016,5,1,1,1,0,0,0,2
21/03/2016,10,2,3,0,1,0,1,3
22/03/2016,3,0,1,0,2,0,0,0
23/03/2016,6,1,0,0,0,1,0,4
24/03/2016,7,1,2,1,3,0,0,0
25/03/2016,6,4,1,0,0,0,0,1
26/03/2016,7,3,2,1,0,0,0,1
27/03/2016,8,3,0,1,1,0,0,3
28/03/2016,4,1,1,0,0,0,0,2
29/03/2016,7,3,1,0,1,0,0,2
30/03/2016,5,2,0,0,0,0,1,2
31/03/2016,8,2,1,1,0,1,1,2
01/04/2016,7,2,1,1,0,2,0,1
02/04/2016,9,2,1,1,2,0,0,3
03/04/2016,5,0,1,1,1,0,0,2
04/04/2016,8,0,2,1,1,0,0,4
05/04/2016,10,1,3,0,2,0,0,4
06/04/2016,11,3,3,2,0,0,1,2
07/04/2016,11,4,1,0,0,0,2,4
08/04/2016,8,0,5,1,1,0,0,1
09/04/2016,5,1,1,0,0,1,0,2
10/04/2016,7,2,2,2,0,0,0,1
11/04/2016,8,4,1,0,1,0,0,2
12/04/2016,10,4,2,0,0,1,1,2
13/04/2016,8,2,0,2,1,1,2,0
14/04/2016,6,2,2,0,0,0,0,2
15/04/2016,12,6,1,2,0,1,0,2
16/04/2016,6,3,0,0,0,0,1,2
17/04/2016,7,2,1,0,1,1,0,2
18/04/2016,10,3,2,2,1,1,0,1
19/04/2016,5,2,1,0,1,0,0,1
20/04/2016,6,2,2,0,1,0,0,1
21/04/2016,7,3,1,1,0,0,1,1
22/04/2016,7,0,1,1,2,2,0,1
23/04/2016,10,1,2,1,3,0,0,3
24/04/2016,13,2,3,1,2,1,1,3
25/04/2016,6,2,1,0,1,0,0,2
26/04/2016,5,0,2,0,0,1,0,2
27/04/2016,6,0,4,0,1,0,0,1
28/04/2016,5,1,1,1,0,1,1,0
29/04/2016,9,2,0,1,1,1,0,4
30/04/2016,7,0,2,2,1,0,0,2
01/05/2016,19,4,5,7,0,1,1,1
02/05/2016,15,4,6,3,0,0,1,1
03/05/2016,20,8,4,4,1,1,0,2
04/05/2016,13,5,1,1,2,1,0,3
05/05/2016,19,13,3,0,1,1,0,1
06/05/2016,17,3,5,3,1,1,1,3
07/05/2016,16,6,0,3,2,1,1,3
08/05/2016,10,4,4,0,1,0,0,1
09/05/2016,15,6,2,1,2,4,0,0
10/05/2016,22,5,5,4,1,2,1,4
11/05/2016,22,7,5,0,4,2,0,4
12/05/2016,13,5,1,0,2,1,1,3
13/05/2016,16,5,4,2,1,0,0,4
14/05/2016,15,8,3,2,1,1,0,0
15/05/2016,17,9,3,1,1,1,1,1
16/05/2016,19,5,6,4,1,1,1,1
17/05/2016,10,7,1,0,0,1,0,1
18/05/2016,11,7,1,0,1,0,0,2
19/05/2016,14,2,3,2,2,0,1,4
20/05/2016,23,8,4,5,1,2,0,3
21/05/2016,20,6,4,1,4,3,0,2
22/05/2016,11,7,0,0,2,1,0,1
23/05/2016,12,6,3,1,0,1,0,1
24/05/2016,20,8,6,1,2,2,0,1
25/05/2016,15,7,3,2,0,0,0,3
26/05/2016,16,8,5,1,1,0,0,1
27/05/2016,22,5,12,4,0,0,0,1
28/05/2016,13,3,5,2,2,0,0,1
29/05/2016,14,5,4,2,1,2,0,0
30/05/2016,12,5,3,0,2,0,0,2
31/05/2016,21,5,5,3,2,5,0,1
